ID_Venta,Producto,Categoria,Precio,Cantidad,Region,Descuento,Almacen,Metodo_Pago,Dia,Mes,Agno
59,Aspiradora,Electrodomestico,150,10,Sudamerica,23.98,7,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,18.84,9,Efectivo,22,3,2024
61,Laptop,Electronica,1000,2,Asia,2.45,3,Efectivo,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,26.21,1,Cheque,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,27.63,4,Cheque,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,1.83,8,Cheque,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,8.31,10,Efectivo,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,24.19,6,Efectivo,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,22.45,2,Cheque,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,5.54,8,Cheque,30,3,2024
69,Laptop,Electronica,970,4,Asia,6.28,2,PayPal,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,11.11,3,Cheque,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,14.54,7,PayPal,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,18.55,9,Transferencia Bancaria,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,11.07,3,Efectivo,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,13.88,1,Cheque,5,4,2024
75,Smartphone,Electronica,700,5,Europa,22.42,4,Efectivo,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,1.1,8,Efectivo,7,4,2024
77,Laptop,Electronica,950,3,Asia,7.57,6,Efectivo,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,21.4,7,Transferencia Bancaria,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,26.86,2,Tarjeta de Credito,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,15.35,2,Cheque,15,1,2024
2,Smartphone,Electronica,700,5,Europa,15.96,5,Tarjeta de Credito,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,3.22,1,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,13.42,3,Tarjeta de Credito,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.93,1,Efectivo,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,7.27,3,PayPal,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,8.08,2,Efectivo,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,11.32,5,Efectivo,22,1,2024
9,Laptop,Electronica,1000,2,Asia,0.6,1,Tarjeta de Credito,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,9.66,3,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,6.34,1,Tarjeta de Credito,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,9.82,4,PayPal,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,3.59,10,Cheque,27,1,2024
14,Laptop,Electronica,850,1,Europa,26.72,6,Tarjeta de Credito,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,17.81,2,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,20.37,8,Cheque,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,23.68,2,Transferencia Bancaria,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,14.95,3,Tarjeta de Credito,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,2.61,7,Tarjeta de Credito,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,16.11,1,Transferencia Bancaria,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,17.61,1,Transferencia Bancaria,4,2,2024
22,Laptop,Electronica,1050,2,Europa,22.36,9,Tarjeta de Credito,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,12.95,5,Transferencia Bancaria,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,3.83,4,Efectivo,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,8.51,2,Cheque,8,2,2024
26,Smartphone,Electronica,780,7,Europa,10.89,1,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,19.38,6,Cheque,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,17.12,2,Efectivo,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,10.68,8,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,29.6,3,PayPal,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,18.17,5,Transferencia Bancaria,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,7.12,7,Tarjeta de Credito,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,3.05,9,Cheque,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,4.59,3,Transferencia Bancaria,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,14.93,1,PayPal,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,4.82,4,Tarjeta de Credito,4,2,2024
37,Laptop,Electronica,1050,2,Europa,5.6,8,Efectivo,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,8.55,6,Efectivo,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,5.2,7,PayPal,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,14.93,2,Tarjeta de Credito,8,2,2024
41,Smartphone,Electronica,780,7,Europa,2.41,10,Cheque,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,15.74,6,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,12.31,2,Tarjeta de Credito,11,2,2024
44,Smartphone,Electronica,780,7,Europa,29.47,8,Efectivo,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,3.36,3,PayPal,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,11.94,5,PayPal,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,29.08,7,Transferencia Bancaria,12,2,2024
48,Laptop,Electronica,970,4,Asia,25.97,9,PayPal,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,24.51,3,PayPal,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,7.74,7,Tarjeta de Credito,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,5.13,9,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,20.06,3,Transferencia Bancaria,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,27.88,1,Desconocido,15,3,2024
54,Smartphone,Electronica,700,5,Europa,16.7,4,Cheque,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,17.15,8,Tarjeta de Credito,17,3,2024
56,Laptop,Electronica,950,3,Asia,8.4,6,Tarjeta de Credito,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,23.08,7,PayPal,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,5.61,2,Cheque,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,9.71,2,Transferencia Bancaria,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,12.76,5,Transferencia Bancaria,22,3,2024
61,Laptop,Electronica,1000,2,Asia,15.23,1,Cheque,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,7.27,3,PayPal,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,3.45,1,Efectivo,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,18.32,4,Tarjeta de Credito,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,8.66,10,PayPal,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,17.44,6,Cheque,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,4.63,2,Tarjeta de Credito,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,14.43,8,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,15.98,2,Efectivo,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,1.55,3,Transferencia Bancaria,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,10.1,7,Cheque,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,4.03,9,Tarjeta de Credito,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,1.9,3,Cheque,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,29.7,1,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,9.67,4,PayPal,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,24.3,8,Efectivo,7,4,2024
77,Laptop,Electronica,950,3,Asia,7.64,6,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,20.45,5,PayPal,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,22.81,7,Cheque,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,17.87,4,Efectivo,15,1,2024
2,Smartphone,Electronica,700,5,Europa,14.15,3,Tarjeta de Credito,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,12.36,7,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,10.47,20,Transferencia Bancaria,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.93,4,Tarjeta de Credito,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,24.92,3,Cheque,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,28.95,6,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,3.73,23,PayPal,22,1,2024
9,Laptop,Electronica,1000,2,Asia,21.93,70,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,28.15,5,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,5.44,3,Tarjeta de Credito,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,1.99,4,Cheque,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,22.23,2,Efectivo,27,1,2024
14,Laptop,Electronica,850,1,Europa,17.23,5,Transferencia Bancaria,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,25.25,6,Cheque,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,4.19,5,Cheque,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,23.86,7,Cheque,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,6.05,4,Desconocido,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,4.91,3,Cheque,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,4.93,7,Tarjeta de Credito,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,24.44,20,Cheque,4,2,2024
22,Laptop,Electronica,1050,2,Europa,19.96,4,PayPal,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,15.69,3,Desconocido,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,10.76,6,Transferencia Bancaria,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,26.32,23,Transferencia Bancaria,8,2,2024
26,Smartphone,Electronica,780,7,Europa,11.77,70,PayPal,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,24.5,5,Tarjeta de Credito,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,13.17,3,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,11.31,4,Efectivo,12,2,2024
30,Laptop,Electronica,970,4,Asia,13.88,2,PayPal,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,9.04,5,Cheque,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,22.43,6,PayPal,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,15.08,5,Efectivo,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,6.97,7,PayPal,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,26.99,4,Desconocido,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,11.52,3,Efectivo,4,2,2024
37,Laptop,Electronica,1050,2,Europa,16.31,7,Tarjeta de Credito,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,27.19,20,Cheque,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,18.73,4,Efectivo,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,3.51,3,Transferencia Bancaria,8,2,2024
41,Smartphone,Electronica,780,7,Europa,28.19,6,Tarjeta de Credito,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,18.83,23,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,10.05,70,Tarjeta de Credito,11,2,2024
44,Smartphone,Electronica,780,7,Europa,4.18,5,Cheque,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,23.82,3,Cheque,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,18.6,4,PayPal,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,16,2,Transferencia Bancaria,12,2,2024
48,Laptop,Electronica,970,4,Asia,26.82,5,Tarjeta de Credito,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,23.66,6,Cheque,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,4.55,5,Efectivo,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,9.35,7,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,7.45,4,Efectivo,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,22.32,3,Tarjeta de Credito,15,3,2024
54,Smartphone,Electronica,700,5,Europa,1.01,7,Cheque,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,14.93,20,Cheque,17,3,2024
56,Laptop,Electronica,950,3,Asia,22.87,4,Tarjeta de Credito,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,26.3,3,Cheque,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,10.26,6,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,24.64,23,Cheque,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,3.32,70,Transferencia Bancaria,22,3,2024
61,Laptop,Electronica,1000,2,Asia,25.39,5,PayPal,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,3.82,3,Efectivo,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,11.92,4,Transferencia Bancaria,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,23.92,2,Tarjeta de Credito,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,4.5,5,Efectivo,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,6.88,8,PayPal,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,21.67,2,PayPal,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,21.6,3,Tarjeta de Credito,30,3,2024
69,Laptop,Electronica,970,4,Asia,19.23,7,Tarjeta de Credito,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,20.82,9,Efectivo,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,16.28,3,Cheque,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,7.55,1,Tarjeta de Credito,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,10.37,4,Cheque,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,5.45,8,Transferencia Bancaria,5,4,2024
75,Smartphone,Electronica,700,5,Europa,27.25,6,PayPal,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,17.5,7,Cheque,7,4,2024
77,Laptop,Electronica,950,3,Asia,12.03,2,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.93,2,Cheque,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,28.42,5,Transferencia Bancaria,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,4.6,1,Tarjeta de Credito,15,1,2024
2,Smartphone,Electronica,700,5,Europa,17.59,3,Transferencia Bancaria,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,15.18,1,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,18.34,3,Tarjeta de Credito,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,0.54,8,PayPal,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,26.16,2,Transferencia Bancaria,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,27.96,3,Cheque,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,16.95,7,Transferencia Bancaria,22,1,2024
9,Laptop,Electronica,1000,2,Asia,20.9,9,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,27.67,3,Desconocido,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,21.22,1,PayPal,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,4.58,4,Desconocido,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,17.29,8,Efectivo,27,1,2024
14,Laptop,Electronica,850,1,Europa,18.2,6,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,12.72,7,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,22.09,2,Cheque,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,14.93,2,Cheque,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,27.77,5,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,13.53,1,Cheque,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,3.4,3,Efectivo,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,29.55,1,Tarjeta de Credito,4,2,2024
22,Laptop,Electronica,1050,2,Europa,25.17,3,PayPal,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,3.74,1,Cheque,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,27.63,9,Efectivo,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,26.1,5,Transferencia Bancaria,8,2,2024
26,Smartphone,Electronica,780,7,Europa,15.57,4,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,17.74,2,Tarjeta de Credito,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,11.97,1,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,1.64,6,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,10.06,2,Efectivo,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,14.93,8,Cheque,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,0.14,3,Efectivo,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,10,5,Tarjeta de Credito,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,11.95,7,Efectivo,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,16.12,9,Tarjeta de Credito,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,27.6,3,Efectivo,4,2,2024
37,Laptop,Electronica,1050,2,Europa,10.39,1,Desconocido,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,10.41,4,PayPal,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,22.13,8,Transferencia Bancaria,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,13.57,1,Transferencia Bancaria,8,2,2024
41,Smartphone,Electronica,780,7,Europa,6.74,9,PayPal,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,13.57,5,PayPal,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,4.23,4,Cheque,11,2,2024
44,Smartphone,Electronica,780,7,Europa,5.29,2,Cheque,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,14.95,1,Transferencia Bancaria,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,12.57,6,Transferencia Bancaria,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,27.45,2,Tarjeta de Credito,12,2,2024
48,Laptop,Electronica,970,4,Asia,10.87,8,Tarjeta de Credito,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,17.42,3,Cheque,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,18.97,5,Cheque,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,0.39,7,Desconocido,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,19.91,9,Tarjeta de Credito,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,5.34,3,Efectivo,15,3,2024
54,Smartphone,Electronica,700,5,Europa,28.83,1,Efectivo,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,4.46,4,Tarjeta de Credito,17,3,2024
56,Laptop,Electronica,950,3,Asia,12.44,8,Efectivo,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,2.56,1,PayPal,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,29.91,9,Cheque,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,15.07,5,Cheque,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,17.86,4,Tarjeta de Credito,22,3,2024
61,Laptop,Electronica,1000,2,Asia,2.01,2,Desconocido,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,22.5,1,Tarjeta de Credito,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,6.3,6,Efectivo,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,26.94,2,Transferencia Bancaria,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,6.15,8,Efectivo,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,5.72,3,PayPal,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,1.1,5,Efectivo,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,14.16,7,PayPal,30,3,2024
69,Laptop,Electronica,970,4,Asia,16.95,9,PayPal,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,1.97,3,Efectivo,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,23.27,1,Efectivo,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,13.6,4,PayPal,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,15.73,8,Transferencia Bancaria,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,13.22,1,PayPal,5,4,2024
75,Smartphone,Electronica,700,5,Europa,12.02,9,Cheque,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,14.93,5,PayPal,7,4,2024
77,Laptop,Electronica,950,3,Asia,4.66,4,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,5.46,2,Cheque,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,25.85,1,Tarjeta de Credito,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,28.38,6,Tarjeta de Credito,15,1,2024
2,Smartphone,Electronica,700,5,Europa,11.2,2,Transferencia Bancaria,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,8.12,8,PayPal,17,1,2024
4,Laptop,Electronica,950,3,Asia,19.32,3,Efectivo,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,12.26,5,Transferencia Bancaria,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,0.76,7,Cheque,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,4.68,9,Cheque,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,21.48,3,Tarjeta de Credito,22,1,2024
9,Laptop,Electronica,1000,2,Asia,19.77,1,Cheque,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,0.81,4,Transferencia Bancaria,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,6.66,8,Cheque,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,6.93,10,Transferencia Bancaria,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,20.16,6,Desconocido,27,1,2024
14,Laptop,Electronica,850,1,Europa,0.59,2,Tarjeta de Credito,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,3.12,8,Cheque,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,24,2,Transferencia Bancaria,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,5.36,3,PayPal,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,19.58,7,Tarjeta de Credito,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,7.15,9,Efectivo,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,2.98,3,Transferencia Bancaria,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,7.3,1,Efectivo,4,2,2024
22,Laptop,Electronica,1050,2,Europa,21.67,4,Efectivo,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,25.67,8,Cheque,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,24.91,6,Cheque,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,11.92,7,Transferencia Bancaria,8,2,2024
26,Smartphone,Electronica,780,7,Europa,20.04,2,PayPal,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,6.15,2,Transferencia Bancaria,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,8.79,5,PayPal,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,26.89,1,Efectivo,12,2,2024
30,Laptop,Electronica,970,4,Asia,0.39,3,Tarjeta de Credito,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,14.93,1,Transferencia Bancaria,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,6.24,3,Transferencia Bancaria,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,0.8,2,PayPal,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,5.44,5,Efectivo,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,17.49,1,Efectivo,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,12.64,3,PayPal,4,2,2024
37,Laptop,Electronica,1050,2,Europa,14.93,1,Efectivo,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,24.52,4,Cheque,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,10.25,10,Tarjeta de Credito,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,7.78,6,Transferencia Bancaria,8,2,2024
41,Smartphone,Electronica,780,7,Europa,11.39,2,Tarjeta de Credito,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,17.71,8,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,8.04,2,Cheque,11,2,2024
44,Smartphone,Electronica,780,7,Europa,18.72,3,Efectivo,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,12.28,7,PayPal,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,16.56,1,Cheque,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,13.08,1,Tarjeta de Credito,12,2,2024
48,Laptop,Electronica,970,4,Asia,8.83,9,PayPal,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,28.45,5,Efectivo,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,22.91,4,Cheque,15,2,2024
