ID_Venta,Fecha,Producto,Categoria_producto,Precio,Cantidad_vendida,Region,Descuento,Metodo_Pago
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,17.81,PayPal
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,20.37,Cheque
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,23.68,Transferencia Bancaria
18,01/02/2024,Tablet,Electronica,,4,Europa,14.95,Tarjeta de Crédito
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,2.61,Tarjeta de Crédito
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,16.11,Transferencia Bancaria
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,17.61,Transferencia Bancaria
22,05/02/2024,Laptop,Electronica,1050,2,Europa,22.36,Tarjeta de Crédito
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,12.95,Transferencia Bancaria
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,3.83,Efectivo
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,8.51,Cheque
26,09/02/2024,Smartphone,Electronica,780,7,Europa,10.89,Cheque
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,19.38,Cheque
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,17.12,Efectivo
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,10.68,Transferencia Bancaria
30,13/02/2024,Laptop,Electronica,970,4,Asia,29.6,PayPal
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,18.17,Transferencia Bancaria
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,7.12,Tarjeta de Crédito
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,3.05,Cheque
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,4.59,Transferencia Bancaria
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,,PayPal
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,4.82,Tarjeta de Crédito
37,05/02/2024,Laptop,Electronica,1050,2,Europa,5.6,Efectivo
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,8.55,Efectivo
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,5.2,PayPal
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,,Tarjeta de Crédito
41,09/02/2024,Smartphone,Electronica,780,7,Europa,2.41,Cheque
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,15.74,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,12.31,Tarjeta de Crédito
44,09/02/2024,Smartphone,Electronica,780,7,Europa,29.47,Efectivo
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,3.36,PayPal
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,11.94,PayPal
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,29.08,Transferencia Bancaria
48,13/02/2024,Laptop,Electronica,970,4,Asia,25.97,PayPal
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,24.51,PayPal
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,7.74,Tarjeta de Crédito
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,5.13,Cheque
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,20.06,Transferencia Bancaria
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,27.88,Desconocido
54,16/03/2024,Smartphone,Electronica,700,5,Europa,16.7,Cheque
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,17.15,Tarjeta de Crédito
56,18/03/2024,Laptop,Electronica,950,3,Asia,8.4,Tarjeta de Crédito
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,23.08,PayPal
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,5.61,Cheque
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,9.71,Transferencia Bancaria
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,12.76,Transferencia Bancaria
61,23/03/2024,Laptop,Electronica,1000,2,Asia,15.23,Cheque
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,7.27,PayPal
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,3.45,Efectivo
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,18.32,Tarjeta de Crédito
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,8.66,PayPal
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,17.44,Cheque
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,4.63,Tarjeta de Crédito
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,14.43,Transferencia Bancaria
69,31/03/2024,Laptop,Electronica,970,4,Asia,15.98,Efectivo
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,1.55,Transferencia Bancaria
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,10.1,Cheque
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,4.03,Tarjeta de Crédito
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,1.9,Cheque
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,29.7,Tarjeta de Crédito
75,06/04/2024,Smartphone,Electronica,700,5,Europa,9.67,PayPal
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,24.3,Efectivo
77,08/04/2024,Laptop,Electronica,950,3,Asia,7.64,PayPal
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,20.45,PayPal
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,22.81,Cheque
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,17.87,Efectivo
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,14.15,Tarjeta de Crédito
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,12.36,Tarjeta de Crédito
4,18/01/2024,Laptop,Electronica,950,3,Asia,10.47,Transferencia Bancaria
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,,Tarjeta de Crédito
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,24.92,Cheque
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,28.95,PayPal
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,3.73,PayPal
9,23/01/2024,Laptop,Electronica,1000,2,Asia,21.93,PayPal
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,28.15,Efectivo
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,5.44,Tarjeta de Crédito
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,1.99,Cheque
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,22.23,Efectivo
14,28/01/2024,Laptop,Electronica,850,1,Europa,17.23,Transferencia Bancaria
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,25.25,Cheque
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,4.19,Cheque
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,23.86,Cheque
18,01/02/2024,Tablet,Electronica,,4,Europa,6.05,Desconocido
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,4.91,Cheque
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,4.93,Tarjeta de Crédito
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,24.44,Cheque
22,05/02/2024,Laptop,Electronica,1050,2,Europa,19.96,PayPal
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,15.69,Desconocido
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,10.76,Transferencia Bancaria
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,26.32,Transferencia Bancaria
26,09/02/2024,Smartphone,Electronica,780,7,Europa,11.77,PayPal
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,24.5,Tarjeta de Crédito
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,13.17,Tarjeta de Crédito
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,11.31,Efectivo
30,13/02/2024,Laptop,Electronica,970,4,Asia,13.88,PayPal
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,9.04,Cheque
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,22.43,PayPal
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,15.08,Efectivo
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,6.97,PayPal
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,26.99,Desconocido
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,11.52,Efectivo
37,05/02/2024,Laptop,Electronica,1050,2,Europa,16.31,Tarjeta de Crédito
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,27.19,Cheque
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,18.73,Efectivo
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,3.51,Transferencia Bancaria
41,09/02/2024,Smartphone,Electronica,780,7,Europa,28.19,Tarjeta de Crédito
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,18.83,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,10.05,Tarjeta de Crédito
44,09/02/2024,Smartphone,Electronica,780,7,Europa,4.18,Cheque
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,23.82,Cheque
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,18.6,PayPal
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,16,Transferencia Bancaria
48,13/02/2024,Laptop,Electronica,970,4,Asia,26.82,Tarjeta de Crédito
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,23.66,Cheque
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,4.55,Efectivo
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,9.35,Cheque
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,7.45,Efectivo
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,22.32,Tarjeta de Crédito
54,16/03/2024,Smartphone,Electronica,700,5,Europa,1.01,Cheque
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,,Cheque
56,18/03/2024,Laptop,Electronica,950,3,Asia,22.87,Tarjeta de Crédito
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,26.3,Cheque
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,10.26,Efectivo
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,24.64,Cheque
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,3.32,Transferencia Bancaria
61,23/03/2024,Laptop,Electronica,1000,2,Asia,25.39,PayPal
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,3.82,Efectivo
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,11.92,Transferencia Bancaria
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,23.92,Tarjeta de Crédito
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,4.5,Efectivo
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,6.88,PayPal
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,21.67,PayPal
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,21.6,Tarjeta de Crédito
69,31/03/2024,Laptop,Electronica,970,4,Asia,19.23,Tarjeta de Crédito
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,20.82,Efectivo
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,16.28,Cheque
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,7.55,Tarjeta de Crédito
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,10.37,Cheque
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,5.45,Transferencia Bancaria
75,06/04/2024,Smartphone,Electronica,700,5,Europa,27.25,PayPal
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,17.5,Cheque
77,08/04/2024,Laptop,Electronica,950,3,Asia,12.03,PayPal
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,,Cheque
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,28.42,Transferencia Bancaria
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,4.6,Tarjeta de Crédito
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,17.59,Transferencia Bancaria
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,15.18,Tarjeta de Crédito
4,18/01/2024,Laptop,Electronica,950,3,Asia,18.34,Tarjeta de Crédito
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,0.54,PayPal
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,26.16,Transferencia Bancaria
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,27.96,Cheque
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,16.95,Transferencia Bancaria
9,23/01/2024,Laptop,Electronica,1000,2,Asia,20.9,PayPal
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,27.67,Desconocido
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,21.22,PayPal
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,4.58,Desconocido
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,17.29,Efectivo
14,28/01/2024,Laptop,Electronica,850,1,Europa,18.2,Cheque
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,12.72,PayPal
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,22.09,Cheque
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,,Cheque
18,01/02/2024,Tablet,Electronica,,4,Europa,27.77,Efectivo
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,13.53,Cheque
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,3.4,Efectivo
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,29.55,Tarjeta de Crédito
22,05/02/2024,Laptop,Electronica,1050,2,Europa,25.17,PayPal
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,3.74,Cheque
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,27.63,Efectivo
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,26.1,Transferencia Bancaria
26,09/02/2024,Smartphone,Electronica,780,7,Europa,15.57,Cheque
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,17.74,Tarjeta de Crédito
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,11.97,Tarjeta de Crédito
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,1.64,Transferencia Bancaria
30,13/02/2024,Laptop,Electronica,970,4,Asia,10.06,Efectivo
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,,Cheque
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,0.14,Efectivo
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,10,Tarjeta de Crédito
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,11.95,Efectivo
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,16.12,Tarjeta de Crédito
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,27.6,Efectivo
37,05/02/2024,Laptop,Electronica,1050,2,Europa,10.39,Desconocido
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,10.41,PayPal
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,22.13,Transferencia Bancaria
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,13.57,Transferencia Bancaria
41,09/02/2024,Smartphone,Electronica,780,7,Europa,6.74,PayPal
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,13.57,PayPal
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,4.23,Cheque
44,09/02/2024,Smartphone,Electronica,780,7,Europa,5.29,Cheque
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,14.95,Transferencia Bancaria
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,12.57,Transferencia Bancaria
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,27.45,Tarjeta de Crédito
48,13/02/2024,Laptop,Electronica,970,4,Asia,10.87,Tarjeta de Crédito
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,17.42,Cheque
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,18.97,Cheque
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,0.39,Desconocido
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,19.91,Tarjeta de Crédito
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,5.34,Efectivo
54,16/03/2024,Smartphone,Electronica,700,5,Europa,28.83,Efectivo
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,4.46,Tarjeta de Crédito
56,18/03/2024,Laptop,Electronica,950,3,Asia,12.44,Efectivo
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,2.56,PayPal
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,29.91,Cheque
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,15.07,Cheque
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,17.86,Tarjeta de Crédito
61,23/03/2024,Laptop,Electronica,1000,2,Asia,2.01,Desconocido
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,22.5,Tarjeta de Crédito
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,6.3,Efectivo
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,26.94,Transferencia Bancaria
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,6.15,Efectivo
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,5.72,PayPal
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,1.1,Efectivo
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,14.16,PayPal
69,31/03/2024,Laptop,Electronica,970,4,Asia,16.95,PayPal
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,1.97,Efectivo
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,23.27,Efectivo
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,13.6,PayPal
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,15.73,Transferencia Bancaria
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,13.22,PayPal
75,06/04/2024,Smartphone,Electronica,700,5,Europa,12.02,Cheque
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,,PayPal
77,08/04/2024,Laptop,Electronica,950,3,Asia,4.66,Transferencia Bancaria
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,5.46,Cheque
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,25.85,Tarjeta de Crédito
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,28.38,Tarjeta de Crédito
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,11.2,Transferencia Bancaria
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,8.12,PayPal
4,18/01/2024,Laptop,Electronica,950,3,Asia,19.32,Efectivo
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,12.26,Transferencia Bancaria
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,0.76,Cheque
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,4.68,Cheque
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,21.48,Tarjeta de Crédito
9,23/01/2024,Laptop,Electronica,1000,2,Asia,19.77,Cheque
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,0.81,Transferencia Bancaria
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,6.66,Cheque
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,6.93,Transferencia Bancaria
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,20.16,Desconocido
14,28/01/2024,Laptop,Electronica,850,1,Europa,0.59,Tarjeta de Crédito
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,3.12,Cheque
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,24,Transferencia Bancaria
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,5.36,PayPal
18,01/02/2024,Tablet,Electronica,,4,Europa,19.58,Tarjeta de Crédito
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,7.15,Efectivo
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,2.98,Transferencia Bancaria
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,7.3,Efectivo
22,05/02/2024,Laptop,Electronica,1050,2,Europa,21.67,Efectivo
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,25.67,Cheque
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,24.91,Cheque
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,11.92,Transferencia Bancaria
26,09/02/2024,Smartphone,Electronica,780,7,Europa,20.04,PayPal
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,6.15,Transferencia Bancaria
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,8.79,PayPal
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,26.89,Efectivo
30,13/02/2024,Laptop,Electronica,970,4,Asia,0.39,Tarjeta de Crédito
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,,Transferencia Bancaria
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,6.24,Transferencia Bancaria
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,0.8,PayPal
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,5.44,Efectivo
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,17.49,Efectivo
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,12.64,PayPal
37,05/02/2024,Laptop,Electronica,1050,2,Europa,,Efectivo
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,24.52,Cheque
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,10.25,Tarjeta de Crédito
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,7.78,Transferencia Bancaria
41,09/02/2024,Smartphone,Electronica,780,7,Europa,11.39,Tarjeta de Crédito
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,17.71,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,8.04,Cheque
44,09/02/2024,Smartphone,Electronica,780,7,Europa,18.72,Efectivo
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,12.28,PayPal
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,16.56,Cheque
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,13.08,Tarjeta de Crédito
48,13/02/2024,Laptop,Electronica,970,4,Asia,8.83,PayPal
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,28.45,Efectivo
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,22.91,Cheque
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,4.2,PayPal
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,26.05,Cheque
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,14.62,Cheque
54,16/03/2024,Smartphone,Electronica,700,5,Europa,26.84,Efectivo
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,24,Desconocido
56,18/03/2024,Laptop,Electronica,950,3,Asia,12.76,PayPal
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,0.67,Efectivo
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,8.06,Cheque
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,16.25,Efectivo
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,19,Transferencia Bancaria
61,23/03/2024,Laptop,Electronica,1000,2,Asia,7.74,PayPal
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,4.18,Transferencia Bancaria
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,25.05,Tarjeta de Crédito
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,29.53,PayPal
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,15.77,Transferencia Bancaria
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,5.15,Desconocido
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,8.17,PayPal
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,0.55,PayPal
69,31/03/2024,Laptop,Electronica,970,4,Asia,27.43,Efectivo
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,3.53,Cheque
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,17.3,Tarjeta de Crédito
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,8.22,Transferencia Bancaria
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,16.63,Efectivo
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,19.54,Transferencia Bancaria
75,06/04/2024,Smartphone,Electronica,700,5,Europa,24.89,Tarjeta de Crédito
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,6.19,Tarjeta de Crédito
77,08/04/2024,Laptop,Electronica,950,3,Asia,0.33,PayPal
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,4.11,Tarjeta de Crédito
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,27,Transferencia Bancaria
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,26.22,Cheque
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,17.92,Cheque
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,18.02,PayPal
4,18/01/2024,Laptop,Electronica,950,3,Asia,19.95,Transferencia Bancaria
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,5.26,Transferencia Bancaria
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,27.43,Tarjeta de Crédito
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,12.56,Transferencia Bancaria
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,11.49,Efectivo
9,23/01/2024,Laptop,Electronica,1000,2,Asia,15.57,Tarjeta de Crédito
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,1.41,Efectivo
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,4.99,PayPal
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,22.14,Cheque
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,2.48,PayPal
14,28/01/2024,Laptop,Electronica,850,1,Europa,18.09,Cheque
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,7.36,PayPal
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,11.68,Transferencia Bancaria
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,8.66,Efectivo
18,01/02/2024,Tablet,Electronica,,4,Europa,10.67,Desconocido
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,21.57,Tarjeta de Crédito
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,8.91,Efectivo
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,16.99,Tarjeta de Crédito
22,05/02/2024,Laptop,Electronica,1050,2,Europa,14.28,Efectivo
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,19.91,Efectivo
